lb_atom,lb_substituent_1,lb_substituent_2,linker,la_substituent_1,la_substituent_2,fragment_tokens,raw_smiles,is_valid,canonical_smiles,isomeric_smiles,failure_reasons,is_unique_valid,generation_count,snn_to_train,novel_vs_train,novel_vs_all_seed,novel_vs_templates,novel_vs_all_reference,stereo_novel_vs_train,stereo_novel_vs_all_reference,chemically_sane,sanity_reasons,formal_charge,heavy_atoms,is_neutral,is_single_component,has_LA,has_LB,LA_types,LB_types,excluded_LB_types,negative_flags,flp_tier,min_LA_LB_bonds,no_negative_flags,is_strict_flp_like,is_novel_flp_like,is_final_candidate,is_fragment_candidate,generation_seed,sample_count
P,isopropyl,isopropyl,C1,pentachlorophenyl,pentachlorophenyl,<LB_P><LB1_isopropyl><LB2_isopropyl><LINKER_C1><LA1_pentachlorophenyl><LA2_pentachlorophenyl>,CC(C)P(CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)C,True,CC(C)P(CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)C,CC(C)P(CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)C,[],True,1,0.5172413793103449,True,True,False,False,True,False,True,[],0,31,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,True,101,1
P,phenyl,isopropyl,C5,mesityl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_isopropyl><LINKER_C5><LA1_mesityl><LA2_pentachlorophenyl>,Cc1cc(C)c(B(CCCCCP(c2ccccc2)C(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,True,Cc1cc(C)c(B(CCCCCP(c2ccccc2)C(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,Cc1cc(C)c(B(CCCCCP(c2ccccc2)C(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,[],True,1,0.46,True,True,False,False,True,False,True,[],0,36,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,6,True,True,False,False,True,101,1
N,methyl,phenyl,C5,pentafluorophenyl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_phenyl><LINKER_C5><LA1_pentafluorophenyl><LA2_pentafluorophenyl>,CN(CCCCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,True,CN(CCCCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,CN(CCCCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,[],True,1,0.5,True,True,False,False,True,False,True,[],0,36,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_amine'],[],[],LA_LB_no_negative_flags,6,True,True,False,False,True,101,2
P,tert_butyl,tert_butyl,C6,phenyl,bis_cf3_phenyl,<LB_P><LB1_tert_butyl><LB2_tert_butyl><LINKER_C6><LA1_phenyl><LA2_bis_cf3_phenyl>,CC(C)(C)P(CCCCCCB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C)(C)C,True,CC(C)(C)P(CCCCCCB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C)(C)C,CC(C)(C)P(CCCCCCB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C)(C)C,[],True,1,0.5348837209302325,True,True,False,False,True,False,True,[],0,36,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,7,True,True,False,False,True,101,2
P,mesityl,mesityl,C2,pentafluorophenyl,pentafluorophenyl,<LB_P><LB1_mesityl><LB2_mesityl><LINKER_C2><LA1_pentafluorophenyl><LA2_pentafluorophenyl>,Cc1cc(C)c(P(CCB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(C)cc(C)cc2C)c(C)c1,True,Cc1cc(C)c(P(CCB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(CCB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(C)cc(C)cc2C)c(C)c1,[],True,1,0.8,True,True,False,False,True,False,True,[],0,44,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,3,True,True,False,False,True,101,1
N,isopropyl,phenyl,C2,pentachlorophenyl,pentachlorophenyl,<LB_N><LB1_isopropyl><LB2_phenyl><LINKER_C2><LA1_pentachlorophenyl><LA2_pentachlorophenyl>,CC(C)N(CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,True,CC(C)N(CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,CC(C)N(CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,[],True,1,0.425,True,True,False,False,True,False,True,[],0,35,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_amine'],[],[],LA_LB_no_negative_flags,3,True,True,False,False,True,101,2
P,cyclohexyl,cyclohexyl,C4,mesityl,pentachlorophenyl,<LB_P><LB1_cyclohexyl><LB2_cyclohexyl><LINKER_C4><LA1_mesityl><LA2_pentachlorophenyl>,Cc1cc(C)c(B(CCCCP(C2CCCCC2)C2CCCCC2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,True,Cc1cc(C)c(B(CCCCP(C2CCCCC2)C2CCCCC2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,Cc1cc(C)c(B(CCCCP(C2CCCCC2)C2CCCCC2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,[],True,1,0.4791666666666667,True,True,False,False,True,False,True,[],0,38,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,5,True,True,False,False,True,101,1
P,tert_butyl,tert_butyl,C3,phenyl,bis_cf3_phenyl,<LB_P><LB1_tert_butyl><LB2_tert_butyl><LINKER_C3><LA1_phenyl><LA2_bis_cf3_phenyl>,CC(C)(C)P(CCCB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C)(C)C,True,CC(C)(C)P(CCCB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C)(C)C,CC(C)(C)P(CCCB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C)(C)C,[],True,1,0.5609756097560976,True,True,False,False,True,False,True,[],0,33,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,4,True,True,False,False,True,101,1
P,isopropyl,isopropyl,C2,p_tolyl,mesityl,<LB_P><LB1_isopropyl><LB2_isopropyl><LINKER_C2><LA1_p_tolyl><LA2_mesityl>,Cc1ccc(B(CCP(C(C)C)C(C)C)c2c(C)cc(C)cc2C)cc1,True,Cc1ccc(B(CCP(C(C)C)C(C)C)c2c(C)cc(C)cc2C)cc1,Cc1ccc(B(CCP(C(C)C)C(C)C)c2c(C)cc(C)cc2C)cc1,[],True,1,0.4,True,True,False,False,True,False,True,[],0,26,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,3,True,True,False,False,True,101,1
N,ethyl,isopropyl,C4,phenyl,pentachlorophenyl,<LB_N><LB1_ethyl><LB2_isopropyl><LINKER_C4><LA1_phenyl><LA2_pentachlorophenyl>,CCN(CCCCB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)C,True,CCN(CCCCB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)C,CCN(CCCCB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)C,[],True,1,0.45652173913043476,True,True,False,False,True,False,True,[],0,28,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_amine'],[],[],LA_LB_no_negative_flags,5,True,True,False,False,True,101,2
P,tert_butyl,isopropyl,C6,mesityl,pentafluorophenyl,<LB_P><LB1_tert_butyl><LB2_isopropyl><LINKER_C6><LA1_mesityl><LA2_pentafluorophenyl>,Cc1cc(C)c(B(CCCCCCP(C(C)C)C(C)(C)C)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,True,Cc1cc(C)c(B(CCCCCCP(C(C)C)C(C)(C)C)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,Cc1cc(C)c(B(CCCCCCP(C(C)C)C(C)(C)C)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,[],True,1,0.5869565217391305,True,True,False,False,True,False,True,[],0,35,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,7,True,True,False,False,True,101,2
P,mesityl,cyclohexyl,C1,phenyl,phenyl,<LB_P><LB1_mesityl><LB2_cyclohexyl><LINKER_C1><LA1_phenyl><LA2_phenyl>,Cc1cc(C)c(P(CB(c2ccccc2)c2ccccc2)C2CCCCC2)c(C)c1,True,Cc1cc(C)c(P(CB(c2ccccc2)c2ccccc2)C2CCCCC2)c(C)c1,Cc1cc(C)c(P(CB(c2ccccc2)c2ccccc2)C2CCCCC2)c(C)c1,[],True,1,0.44,True,True,False,False,True,False,True,[],0,30,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,True,101,2
N,methyl,phenyl,C6,pentafluorophenyl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_phenyl><LINKER_C6><LA1_pentafluorophenyl><LA2_pentafluorophenyl>,CN(CCCCCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,True,CN(CCCCCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,CN(CCCCCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,[],True,1,0.5,True,True,False,False,True,False,True,[],0,37,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_amine'],[],[],LA_LB_no_negative_flags,7,True,True,False,False,True,101,2
P,mesityl,cyclohexyl,C3,phenyl,phenyl,<LB_P><LB1_mesityl><LB2_cyclohexyl><LINKER_C3><LA1_phenyl><LA2_phenyl>,Cc1cc(C)c(P(CCCB(c2ccccc2)c2ccccc2)C2CCCCC2)c(C)c1,True,Cc1cc(C)c(P(CCCB(c2ccccc2)c2ccccc2)C2CCCCC2)c(C)c1,Cc1cc(C)c(P(CCCB(c2ccccc2)c2ccccc2)C2CCCCC2)c(C)c1,[],True,1,0.4074074074074074,True,True,False,False,True,False,True,[],0,32,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,4,True,True,False,False,True,101,2
P,mesityl,tert_butyl,C3,mesityl,pentachlorophenyl,<LB_P><LB1_mesityl><LB2_tert_butyl><LINKER_C3><LA1_mesityl><LA2_pentachlorophenyl>,Cc1cc(C)c(B(CCCP(c2c(C)cc(C)cc2C)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,True,Cc1cc(C)c(B(CCCP(c2c(C)cc(C)cc2C)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,Cc1cc(C)c(B(CCCP(c2c(C)cc(C)cc2C)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,[],True,1,0.5813953488372093,True,True,False,False,True,False,True,[],0,38,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,4,True,True,False,False,True,101,2
P,mesityl,mesityl,C1,pentafluorophenyl,pentachlorophenyl,<LB_P><LB1_mesityl><LB2_mesityl><LINKER_C1><LA1_pentafluorophenyl><LA2_pentachlorophenyl>,Cc1cc(C)c(P(CB(c2c(F)c(F)c(F)c(F)c2F)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(C)cc(C)cc2C)c(C)c1,True,Cc1cc(C)c(P(CB(c2c(F)c(F)c(F)c(F)c2F)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(C)cc(C)cc2C)c(C)c1,Cc1cc(C)c(P(CB(c2c(F)c(F)c(F)c(F)c2F)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(C)cc(C)cc2C)c(C)c1,[],True,1,0.5581395348837209,True,True,False,False,True,False,True,[],0,43,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,True,101,3
N,methyl,cyclohexyl,C1,mesityl,pentafluorophenyl,<LB_N><LB1_methyl><LB2_cyclohexyl><LINKER_C1><LA1_mesityl><LA2_pentafluorophenyl>,Cc1cc(C)c(B(CN(C)C2CCCCC2)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,True,Cc1cc(C)c(B(CN(C)C2CCCCC2)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,Cc1cc(C)c(B(CN(C)C2CCCCC2)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,[],True,1,0.4230769230769231,True,True,False,False,True,False,True,[],0,30,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_amine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,True,101,1
P,mesityl,tert_butyl,C4,mesityl,bis_cf3_phenyl,<LB_P><LB1_mesityl><LB2_tert_butyl><LINKER_C4><LA1_mesityl><LA2_bis_cf3_phenyl>,Cc1cc(C)c(B(CCCCP(c2c(C)cc(C)cc2C)C(C)(C)C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(C)c1,True,Cc1cc(C)c(B(CCCCP(c2c(C)cc(C)cc2C)C(C)(C)C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(C)c1,Cc1cc(C)c(B(CCCCP(c2c(C)cc(C)cc2C)C(C)(C)C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(C)c1,[],True,1,0.4423076923076923,True,True,False,False,True,False,True,[],0,42,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,5,True,True,False,False,True,101,1
P,tert_butyl,isopropyl,C2,pentafluorophenyl,pentachlorophenyl,<LB_P><LB1_tert_butyl><LB2_isopropyl><LINKER_C2><LA1_pentafluorophenyl><LA2_pentachlorophenyl>,CC(C)P(CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)(C)C,True,CC(C)P(CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)(C)C,CC(C)P(CCB(c1c(F)c(F)c(F)c(F)c1F)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)(C)C,[],True,1,0.41025641025641024,True,True,False,False,True,False,True,[],0,33,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,3,True,True,False,False,True,101,2
P,phenyl,mesityl,C1,p_tolyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_mesityl><LINKER_C1><LA1_p_tolyl><LA2_pentachlorophenyl>,Cc1ccc(B(CP(c2ccccc2)c2c(C)cc(C)cc2C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,True,Cc1ccc(B(CP(c2ccccc2)c2c(C)cc(C)cc2C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,Cc1ccc(B(CP(c2ccccc2)c2c(C)cc(C)cc2C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,[],True,1,0.5,True,True,False,False,True,False,True,[],0,36,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,True,101,2
P,phenyl,phenyl,C3,p_tolyl,p_tolyl,<LB_P><LB1_phenyl><LB2_phenyl><LINKER_C3><LA1_p_tolyl><LA2_p_tolyl>,Cc1ccc(B(CCCP(c2ccccc2)c2ccccc2)c2ccc(C)cc2)cc1,True,Cc1ccc(B(CCCP(c2ccccc2)c2ccccc2)c2ccc(C)cc2)cc1,Cc1ccc(B(CCCP(c2ccccc2)c2ccccc2)c2ccc(C)cc2)cc1,[],True,1,0.5,True,True,False,False,True,False,True,[],0,31,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,4,True,True,False,False,True,101,2
P,phenyl,tert_butyl,C1,bis_cf3_phenyl,bis_cf3_phenyl,<LB_P><LB1_phenyl><LB2_tert_butyl><LINKER_C1><LA1_bis_cf3_phenyl><LA2_bis_cf3_phenyl>,CC(C)(C)P(CB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccccc1,True,CC(C)(C)P(CB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccccc1,CC(C)(C)P(CB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccccc1,[],True,1,0.6052631578947368,True,True,False,False,True,False,True,[],0,41,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,True,101,1
P,phenyl,cyclohexyl,C5,phenyl,pentafluorophenyl,<LB_P><LB1_phenyl><LB2_cyclohexyl><LINKER_C5><LA1_phenyl><LA2_pentafluorophenyl>,Fc1c(F)c(F)c(B(CCCCCP(c2ccccc2)C2CCCCC2)c2ccccc2)c(F)c1F,True,Fc1c(F)c(F)c(B(CCCCCP(c2ccccc2)C2CCCCC2)c2ccccc2)c(F)c1F,Fc1c(F)c(F)c(B(CCCCCP(c2ccccc2)C2CCCCC2)c2ccccc2)c(F)c1F,[],True,1,0.5319148936170213,True,True,False,False,True,False,True,[],0,36,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,6,True,True,False,False,True,101,1
P,tert_butyl,tert_butyl,C4,p_tolyl,mesityl,<LB_P><LB1_tert_butyl><LB2_tert_butyl><LINKER_C4><LA1_p_tolyl><LA2_mesityl>,Cc1ccc(B(CCCCP(C(C)(C)C)C(C)(C)C)c2c(C)cc(C)cc2C)cc1,True,Cc1ccc(B(CCCCP(C(C)(C)C)C(C)(C)C)c2c(C)cc(C)cc2C)cc1,Cc1ccc(B(CCCCP(C(C)(C)C)C(C)(C)C)c2c(C)cc(C)cc2C)cc1,[],True,1,0.4375,True,True,False,False,True,False,True,[],0,30,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,5,True,True,False,False,True,101,2
N,ethyl,phenyl,C3,pentafluorophenyl,pentafluorophenyl,<LB_N><LB1_ethyl><LB2_phenyl><LINKER_C3><LA1_pentafluorophenyl><LA2_pentafluorophenyl>,CCN(CCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,True,CCN(CCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,CCN(CCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,[],True,1,0.46511627906976744,True,True,False,False,True,False,True,[],0,35,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_amine'],[],[],LA_LB_no_negative_flags,4,True,True,False,False,True,101,2
P,phenyl,isopropyl,C6,p_tolyl,pentachlorophenyl,<LB_P><LB1_phenyl><LB2_isopropyl><LINKER_C6><LA1_p_tolyl><LA2_pentachlorophenyl>,Cc1ccc(B(CCCCCCP(c2ccccc2)C(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,True,Cc1ccc(B(CCCCCCP(c2ccccc2)C(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,Cc1ccc(B(CCCCCCP(c2ccccc2)C(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,[],True,1,0.4166666666666667,True,True,False,False,True,False,True,[],0,35,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,7,True,True,False,False,True,101,2
N,phenyl,phenyl,C1,phenyl,bis_cf3_phenyl,<LB_N><LB1_phenyl><LB2_phenyl><LINKER_C1><LA1_phenyl><LA2_bis_cf3_phenyl>,FC(F)(F)c1cc(B(CN(c2ccccc2)c2ccccc2)c2ccccc2)cc(C(F)(F)F)c1,True,FC(F)(F)c1cc(B(CN(c2ccccc2)c2ccccc2)c2ccccc2)cc(C(F)(F)F)c1,FC(F)(F)c1cc(B(CN(c2ccccc2)c2ccccc2)c2ccccc2)cc(C(F)(F)F)c1,[],True,1,0.40476190476190477,True,True,False,False,True,False,True,[],0,35,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_amine'],[],[],LA_LB_no_negative_flags,2,True,True,False,False,True,101,3
P,tert_butyl,tert_butyl,C4,pentachlorophenyl,bis_cf3_phenyl,<LB_P><LB1_tert_butyl><LB2_tert_butyl><LINKER_C4><LA1_pentachlorophenyl><LA2_bis_cf3_phenyl>,CC(C)(C)P(CCCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)(C)C,True,CC(C)(C)P(CCCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)(C)C,CC(C)(C)P(CCCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)(C)C,[],True,1,0.5348837209302325,True,True,False,False,True,False,True,[],0,39,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,5,True,True,False,False,True,101,1
P,tert_butyl,tert_butyl,C4,pentafluorophenyl,pentachlorophenyl,<LB_P><LB1_tert_butyl><LB2_tert_butyl><LINKER_C4><LA1_pentafluorophenyl><LA2_pentachlorophenyl>,CC(C)(C)P(CCCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)(C)C,True,CC(C)(C)P(CCCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)(C)C,CC(C)(C)P(CCCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)(C)C,[],True,1,0.4864864864864865,True,True,False,False,True,False,True,[],0,36,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,5,True,True,False,False,True,101,2
P,tert_butyl,isopropyl,C4,mesityl,bis_cf3_phenyl,<LB_P><LB1_tert_butyl><LB2_isopropyl><LINKER_C4><LA1_mesityl><LA2_bis_cf3_phenyl>,Cc1cc(C)c(B(CCCCP(C(C)C)C(C)(C)C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(C)c1,True,Cc1cc(C)c(B(CCCCP(C(C)C)C(C)(C)C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(C)c1,Cc1cc(C)c(B(CCCCP(C(C)C)C(C)(C)C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(C)c1,[],True,1,0.4583333333333333,True,True,False,False,True,False,True,[],0,36,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,5,True,True,False,False,True,101,1
P,tert_butyl,tert_butyl,C4,mesityl,pentachlorophenyl,<LB_P><LB1_tert_butyl><LB2_tert_butyl><LINKER_C4><LA1_mesityl><LA2_pentachlorophenyl>,Cc1cc(C)c(B(CCCCP(C(C)(C)C)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,True,Cc1cc(C)c(B(CCCCP(C(C)(C)C)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,Cc1cc(C)c(B(CCCCP(C(C)(C)C)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,[],True,1,0.5348837209302325,True,True,False,False,True,False,True,[],0,34,True,True,True,True,"['LA_B_aryl', 'LA_B_diaryl', 'LA_B_polyhalogenated_aryl', 'LA_B_tricoordinate']",['LB_phosphine'],[],[],LA_LB_no_negative_flags,5,True,True,False,False,True,101,2
