source,template,lb_atom,lb_substituent_1,lb_substituent_2,la_substituent_1,la_substituent_2,linker,raw_smiles,canonical_smiles,novel_vs_seed,snn_to_seed
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,mesityl,pentachlorophenyl,pentachlorophenyl,C5,P(c1ccccc1)(c1c(C)cc(C)cc1C)CCCCCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl),Cc1cc(C)c(P(CCCCCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc2)c(C)c1,True,0.7804878048780488
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,mesityl,pentachlorophenyl,pentachlorophenyl,C6,P(c1ccccc1)(c1c(C)cc(C)cc1C)CCCCCCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl),Cc1cc(C)c(P(CCCCCCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc2)c(C)c1,True,0.7804878048780488
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,mesityl,pentachlorophenyl,bis_cf3_phenyl,C1,P(c1ccccc1)(c1c(C)cc(C)cc1C)CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1),Cc1cc(C)c(P(CB(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc2)c(C)c1,True,0.4528301886792453
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,mesityl,pentachlorophenyl,bis_cf3_phenyl,C2,P(c1ccccc1)(c1c(C)cc(C)cc1C)CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1),Cc1cc(C)c(P(CCB(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc2)c(C)c1,True,0.49056603773584906
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,mesityl,pentachlorophenyl,bis_cf3_phenyl,C3,P(c1ccccc1)(c1c(C)cc(C)cc1C)CCCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1),Cc1cc(C)c(P(CCCB(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc2)c(C)c1,True,0.5576923076923077
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,mesityl,pentachlorophenyl,bis_cf3_phenyl,C4,P(c1ccccc1)(c1c(C)cc(C)cc1C)CCCCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1),Cc1cc(C)c(P(CCCCB(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc2)c(C)c1,True,0.6078431372549019
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,mesityl,pentachlorophenyl,bis_cf3_phenyl,C5,P(c1ccccc1)(c1c(C)cc(C)cc1C)CCCCCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1),Cc1cc(C)c(P(CCCCCB(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc2)c(C)c1,True,0.5961538461538461
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,mesityl,pentachlorophenyl,bis_cf3_phenyl,C6,P(c1ccccc1)(c1c(C)cc(C)cc1C)CCCCCCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1),Cc1cc(C)c(P(CCCCCCB(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc2)c(C)c1,True,0.5961538461538461
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,mesityl,bis_cf3_phenyl,bis_cf3_phenyl,C1,P(c1ccccc1)(c1c(C)cc(C)cc1C)CB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1),Cc1cc(C)c(P(CB(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)c(C)c1,True,0.4772727272727273
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,mesityl,bis_cf3_phenyl,bis_cf3_phenyl,C2,P(c1ccccc1)(c1c(C)cc(C)cc1C)CCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1),Cc1cc(C)c(P(CCB(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)c(C)c1,True,0.3958333333333333
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,mesityl,bis_cf3_phenyl,bis_cf3_phenyl,C3,P(c1ccccc1)(c1c(C)cc(C)cc1C)CCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1),Cc1cc(C)c(P(CCCB(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)c(C)c1,True,0.4423076923076923
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,mesityl,bis_cf3_phenyl,bis_cf3_phenyl,C4,P(c1ccccc1)(c1c(C)cc(C)cc1C)CCCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1),Cc1cc(C)c(P(CCCCB(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)c(C)c1,True,0.49019607843137253
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,mesityl,bis_cf3_phenyl,bis_cf3_phenyl,C5,P(c1ccccc1)(c1c(C)cc(C)cc1C)CCCCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1),Cc1cc(C)c(P(CCCCCB(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)c(C)c1,True,0.4807692307692308
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,mesityl,bis_cf3_phenyl,bis_cf3_phenyl,C6,P(c1ccccc1)(c1c(C)cc(C)cc1C)CCCCCCB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1),Cc1cc(C)c(P(CCCCCCB(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)c(C)c1,True,0.4807692307692308
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,phenyl,C1,P(c1ccccc1)(C(C)(C)C)CB(c1ccccc1)(c1ccccc1),CC(C)(C)P(CB(c1ccccc1)c1ccccc1)c1ccccc1,True,0.32558139534883723
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,phenyl,C2,P(c1ccccc1)(C(C)(C)C)CCB(c1ccccc1)(c1ccccc1),CC(C)(C)P(CCB(c1ccccc1)c1ccccc1)c1ccccc1,True,0.38461538461538464
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,phenyl,C3,P(c1ccccc1)(C(C)(C)C)CCCB(c1ccccc1)(c1ccccc1),CC(C)(C)P(CCCB(c1ccccc1)c1ccccc1)c1ccccc1,True,0.37209302325581395
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,phenyl,C4,P(c1ccccc1)(C(C)(C)C)CCCCB(c1ccccc1)(c1ccccc1),CC(C)(C)P(CCCCB(c1ccccc1)c1ccccc1)c1ccccc1,True,0.42857142857142855
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,phenyl,C5,P(c1ccccc1)(C(C)(C)C)CCCCCB(c1ccccc1)(c1ccccc1),CC(C)(C)P(CCCCCB(c1ccccc1)c1ccccc1)c1ccccc1,True,0.4186046511627907
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,phenyl,C6,P(c1ccccc1)(C(C)(C)C)CCCCCCB(c1ccccc1)(c1ccccc1),CC(C)(C)P(CCCCCCB(c1ccccc1)c1ccccc1)c1ccccc1,True,0.4186046511627907
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,p_tolyl,C1,P(c1ccccc1)(C(C)(C)C)CB(c1ccccc1)(c1ccc(C)cc1),Cc1ccc(B(CP(c2ccccc2)C(C)(C)C)c2ccccc2)cc1,True,0.2916666666666667
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,p_tolyl,C2,P(c1ccccc1)(C(C)(C)C)CCB(c1ccccc1)(c1ccc(C)cc1),Cc1ccc(B(CCP(c2ccccc2)C(C)(C)C)c2ccccc2)cc1,True,0.3409090909090909
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,p_tolyl,C3,P(c1ccccc1)(C(C)(C)C)CCCB(c1ccccc1)(c1ccc(C)cc1),Cc1ccc(B(CCCP(c2ccccc2)C(C)(C)C)c2ccccc2)cc1,True,0.3333333333333333
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,p_tolyl,C4,P(c1ccccc1)(C(C)(C)C)CCCCB(c1ccccc1)(c1ccc(C)cc1),Cc1ccc(B(CCCCP(c2ccccc2)C(C)(C)C)c2ccccc2)cc1,True,0.3829787234042553
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,p_tolyl,C5,P(c1ccccc1)(C(C)(C)C)CCCCCB(c1ccccc1)(c1ccc(C)cc1),Cc1ccc(B(CCCCCP(c2ccccc2)C(C)(C)C)c2ccccc2)cc1,True,0.375
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,p_tolyl,C6,P(c1ccccc1)(C(C)(C)C)CCCCCCB(c1ccccc1)(c1ccc(C)cc1),Cc1ccc(B(CCCCCCP(c2ccccc2)C(C)(C)C)c2ccccc2)cc1,True,0.375
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,mesityl,C1,P(c1ccccc1)(C(C)(C)C)CB(c1ccccc1)(c1c(C)cc(C)cc1C),Cc1cc(C)c(B(CP(c2ccccc2)C(C)(C)C)c2ccccc2)c(C)c1,True,0.3584905660377358
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,mesityl,C2,P(c1ccccc1)(C(C)(C)C)CCB(c1ccccc1)(c1c(C)cc(C)cc1C),Cc1cc(C)c(B(CCP(c2ccccc2)C(C)(C)C)c2ccccc2)c(C)c1,True,0.3958333333333333
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,mesityl,C3,P(c1ccccc1)(C(C)(C)C)CCCB(c1ccccc1)(c1c(C)cc(C)cc1C),Cc1cc(C)c(B(CCCP(c2ccccc2)C(C)(C)C)c2ccccc2)c(C)c1,True,0.38461538461538464
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,mesityl,C4,P(c1ccccc1)(C(C)(C)C)CCCCB(c1ccccc1)(c1c(C)cc(C)cc1C),Cc1cc(C)c(B(CCCCP(c2ccccc2)C(C)(C)C)c2ccccc2)c(C)c1,True,0.43137254901960786
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,mesityl,C5,P(c1ccccc1)(C(C)(C)C)CCCCCB(c1ccccc1)(c1c(C)cc(C)cc1C),Cc1cc(C)c(B(CCCCCP(c2ccccc2)C(C)(C)C)c2ccccc2)c(C)c1,True,0.4230769230769231
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,mesityl,C6,P(c1ccccc1)(C(C)(C)C)CCCCCCB(c1ccccc1)(c1c(C)cc(C)cc1C),Cc1cc(C)c(B(CCCCCCP(c2ccccc2)C(C)(C)C)c2ccccc2)c(C)c1,True,0.4230769230769231
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,pentafluorophenyl,C1,P(c1ccccc1)(C(C)(C)C)CB(c1ccccc1)(c1c(F)c(F)c(F)c(F)c1F),CC(C)(C)P(CB(c1ccccc1)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,True,0.4634146341463415
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,pentafluorophenyl,C2,P(c1ccccc1)(C(C)(C)C)CCB(c1ccccc1)(c1c(F)c(F)c(F)c(F)c1F),CC(C)(C)P(CCB(c1ccccc1)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,True,0.55
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,pentafluorophenyl,C3,P(c1ccccc1)(C(C)(C)C)CCCB(c1ccccc1)(c1c(F)c(F)c(F)c(F)c1F),CC(C)(C)P(CCCB(c1ccccc1)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,True,0.5227272727272727
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,pentafluorophenyl,C4,P(c1ccccc1)(C(C)(C)C)CCCCB(c1ccccc1)(c1c(F)c(F)c(F)c(F)c1F),CC(C)(C)P(CCCCB(c1ccccc1)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,True,0.5813953488372093
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,pentafluorophenyl,C5,P(c1ccccc1)(C(C)(C)C)CCCCCB(c1ccccc1)(c1c(F)c(F)c(F)c(F)c1F),CC(C)(C)P(CCCCCB(c1ccccc1)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,True,0.5681818181818182
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,pentafluorophenyl,C6,P(c1ccccc1)(C(C)(C)C)CCCCCCB(c1ccccc1)(c1c(F)c(F)c(F)c(F)c1F),CC(C)(C)P(CCCCCCB(c1ccccc1)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,True,0.5681818181818182
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,pentachlorophenyl,C1,P(c1ccccc1)(C(C)(C)C)CB(c1ccccc1)(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl),CC(C)(C)P(CB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,True,0.4594594594594595
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,pentachlorophenyl,C2,P(c1ccccc1)(C(C)(C)C)CCB(c1ccccc1)(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl),CC(C)(C)P(CCB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,True,0.5384615384615384
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,pentachlorophenyl,C3,P(c1ccccc1)(C(C)(C)C)CCCB(c1ccccc1)(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl),CC(C)(C)P(CCCB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,True,0.5116279069767442
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,pentachlorophenyl,C4,P(c1ccccc1)(C(C)(C)C)CCCCB(c1ccccc1)(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl),CC(C)(C)P(CCCCB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,True,0.5714285714285714
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,pentachlorophenyl,C5,P(c1ccccc1)(C(C)(C)C)CCCCCB(c1ccccc1)(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl),CC(C)(C)P(CCCCCB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,True,0.5581395348837209
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,pentachlorophenyl,C6,P(c1ccccc1)(C(C)(C)C)CCCCCCB(c1ccccc1)(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl),CC(C)(C)P(CCCCCCB(c1ccccc1)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1,True,0.5581395348837209
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,bis_cf3_phenyl,C1,P(c1ccccc1)(C(C)(C)C)CB(c1ccccc1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1),CC(C)(C)P(CB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccccc1,True,0.575
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,bis_cf3_phenyl,C2,P(c1ccccc1)(C(C)(C)C)CCB(c1ccccc1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1),CC(C)(C)P(CCB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccccc1,True,0.4772727272727273
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,bis_cf3_phenyl,C3,P(c1ccccc1)(C(C)(C)C)CCCB(c1ccccc1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1),CC(C)(C)P(CCCB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccccc1,True,0.45652173913043476
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,bis_cf3_phenyl,C4,P(c1ccccc1)(C(C)(C)C)CCCCB(c1ccccc1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1),CC(C)(C)P(CCCCB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccccc1,True,0.44680851063829785
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,bis_cf3_phenyl,C5,P(c1ccccc1)(C(C)(C)C)CCCCCB(c1ccccc1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1),CC(C)(C)P(CCCCCB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccccc1,True,0.4375
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,phenyl,bis_cf3_phenyl,C6,P(c1ccccc1)(C(C)(C)C)CCCCCCB(c1ccccc1)(c1cc(C(F)(F)F)cc(C(F)(F)F)c1),CC(C)(C)P(CCCCCCB(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccccc1,True,0.4375
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,p_tolyl,p_tolyl,C1,P(c1ccccc1)(C(C)(C)C)CB(c1ccc(C)cc1)(c1ccc(C)cc1),Cc1ccc(B(CP(c2ccccc2)C(C)(C)C)c2ccc(C)cc2)cc1,True,0.2978723404255319
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,p_tolyl,p_tolyl,C2,P(c1ccccc1)(C(C)(C)C)CCB(c1ccc(C)cc1)(c1ccc(C)cc1),Cc1ccc(B(CCP(c2ccccc2)C(C)(C)C)c2ccc(C)cc2)cc1,True,0.3488372093023256
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,p_tolyl,p_tolyl,C3,P(c1ccccc1)(C(C)(C)C)CCCB(c1ccc(C)cc1)(c1ccc(C)cc1),Cc1ccc(B(CCCP(c2ccccc2)C(C)(C)C)c2ccc(C)cc2)cc1,True,0.3404255319148936
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,p_tolyl,p_tolyl,C4,P(c1ccccc1)(C(C)(C)C)CCCCB(c1ccc(C)cc1)(c1ccc(C)cc1),Cc1ccc(B(CCCCP(c2ccccc2)C(C)(C)C)c2ccc(C)cc2)cc1,True,0.391304347826087
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,p_tolyl,p_tolyl,C5,P(c1ccccc1)(C(C)(C)C)CCCCCB(c1ccc(C)cc1)(c1ccc(C)cc1),Cc1ccc(B(CCCCCP(c2ccccc2)C(C)(C)C)c2ccc(C)cc2)cc1,True,0.3829787234042553
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,p_tolyl,p_tolyl,C6,P(c1ccccc1)(C(C)(C)C)CCCCCCB(c1ccc(C)cc1)(c1ccc(C)cc1),Cc1ccc(B(CCCCCCP(c2ccccc2)C(C)(C)C)c2ccc(C)cc2)cc1,True,0.3829787234042553
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,p_tolyl,mesityl,C1,P(c1ccccc1)(C(C)(C)C)CB(c1ccc(C)cc1)(c1c(C)cc(C)cc1C),Cc1ccc(B(CP(c2ccccc2)C(C)(C)C)c2c(C)cc(C)cc2C)cc1,True,0.34545454545454546
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,p_tolyl,mesityl,C2,P(c1ccccc1)(C(C)(C)C)CCB(c1ccc(C)cc1)(c1c(C)cc(C)cc1C),Cc1ccc(B(CCP(c2ccccc2)C(C)(C)C)c2c(C)cc(C)cc2C)cc1,True,0.38
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,p_tolyl,mesityl,C3,P(c1ccccc1)(C(C)(C)C)CCCB(c1ccc(C)cc1)(c1c(C)cc(C)cc1C),Cc1ccc(B(CCCP(c2ccccc2)C(C)(C)C)c2c(C)cc(C)cc2C)cc1,True,0.37037037037037035
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,p_tolyl,mesityl,C4,P(c1ccccc1)(C(C)(C)C)CCCCB(c1ccc(C)cc1)(c1c(C)cc(C)cc1C),Cc1ccc(B(CCCCP(c2ccccc2)C(C)(C)C)c2c(C)cc(C)cc2C)cc1,True,0.41509433962264153
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,p_tolyl,mesityl,C5,P(c1ccccc1)(C(C)(C)C)CCCCCB(c1ccc(C)cc1)(c1c(C)cc(C)cc1C),Cc1ccc(B(CCCCCP(c2ccccc2)C(C)(C)C)c2c(C)cc(C)cc2C)cc1,True,0.4074074074074074
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,p_tolyl,mesityl,C6,P(c1ccccc1)(C(C)(C)C)CCCCCCB(c1ccc(C)cc1)(c1c(C)cc(C)cc1C),Cc1ccc(B(CCCCCCP(c2ccccc2)C(C)(C)C)c2c(C)cc(C)cc2C)cc1,True,0.4074074074074074
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,p_tolyl,pentafluorophenyl,C1,P(c1ccccc1)(C(C)(C)C)CB(c1ccc(C)cc1)(c1c(F)c(F)c(F)c(F)c1F),Cc1ccc(B(CP(c2ccccc2)C(C)(C)C)c2c(F)c(F)c(F)c(F)c2F)cc1,True,0.4222222222222222
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,p_tolyl,pentafluorophenyl,C2,P(c1ccccc1)(C(C)(C)C)CCB(c1ccc(C)cc1)(c1c(F)c(F)c(F)c(F)c1F),Cc1ccc(B(CCP(c2ccccc2)C(C)(C)C)c2c(F)c(F)c(F)c(F)c2F)cc1,True,0.5
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,p_tolyl,pentafluorophenyl,C3,P(c1ccccc1)(C(C)(C)C)CCCB(c1ccc(C)cc1)(c1c(F)c(F)c(F)c(F)c1F),Cc1ccc(B(CCCP(c2ccccc2)C(C)(C)C)c2c(F)c(F)c(F)c(F)c2F)cc1,True,0.4791666666666667
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,p_tolyl,pentafluorophenyl,C4,P(c1ccccc1)(C(C)(C)C)CCCCB(c1ccc(C)cc1)(c1c(F)c(F)c(F)c(F)c1F),Cc1ccc(B(CCCCP(c2ccccc2)C(C)(C)C)c2c(F)c(F)c(F)c(F)c2F)cc1,True,0.5319148936170213
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,p_tolyl,pentafluorophenyl,C5,P(c1ccccc1)(C(C)(C)C)CCCCCB(c1ccc(C)cc1)(c1c(F)c(F)c(F)c(F)c1F),Cc1ccc(B(CCCCCP(c2ccccc2)C(C)(C)C)c2c(F)c(F)c(F)c(F)c2F)cc1,True,0.5208333333333334
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,p_tolyl,pentafluorophenyl,C6,P(c1ccccc1)(C(C)(C)C)CCCCCCB(c1ccc(C)cc1)(c1c(F)c(F)c(F)c(F)c1F),Cc1ccc(B(CCCCCCP(c2ccccc2)C(C)(C)C)c2c(F)c(F)c(F)c(F)c2F)cc1,True,0.5208333333333334
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,p_tolyl,pentachlorophenyl,C1,P(c1ccccc1)(C(C)(C)C)CB(c1ccc(C)cc1)(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl),Cc1ccc(B(CP(c2ccccc2)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,True,0.4146341463414634
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,p_tolyl,pentachlorophenyl,C2,P(c1ccccc1)(C(C)(C)C)CCB(c1ccc(C)cc1)(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl),Cc1ccc(B(CCP(c2ccccc2)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,True,0.4883720930232558
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,p_tolyl,pentachlorophenyl,C3,P(c1ccccc1)(C(C)(C)C)CCCB(c1ccc(C)cc1)(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl),Cc1ccc(B(CCCP(c2ccccc2)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,True,0.46808510638297873
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,p_tolyl,pentachlorophenyl,C4,P(c1ccccc1)(C(C)(C)C)CCCCB(c1ccc(C)cc1)(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl),Cc1ccc(B(CCCCP(c2ccccc2)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,True,0.5217391304347826
template_augmentation,intramolecular_P_B_alkyl,P,phenyl,tert_butyl,p_tolyl,pentachlorophenyl,C5,P(c1ccccc1)(C(C)(C)C)CCCCCB(c1ccc(C)cc1)(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl),Cc1ccc(B(CCCCCP(c2ccccc2)C(C)(C)C)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,True,0.5106382978723404
