raw_smiles,is_valid,canonical_smiles,isomeric_smiles,failure_reasons,is_unique_valid,generation_count,snn_to_train,novel_vs_train,novel_vs_all_seed,novel_vs_templates,novel_vs_all_reference,stereo_novel_vs_train,stereo_novel_vs_all_reference,chemically_sane,sanity_reasons,formal_charge,heavy_atoms,is_neutral,is_single_component,has_LA,has_LB,LA_types,LB_types,excluded_LB_types,negative_flags,flp_tier,min_LA_LB_bonds,no_negative_flags,is_strict_flp_like,is_novel_flp_like,is_final_candidate
CC(=CCB(c2c(Cl)c2c(Cl)c(Cl)c(C)cc2C)c(Cl)c1cccccc2)c(C)cc2C)c(Cl)c(Cl)c1Cl)c(Cl)c3Cl)c2Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2cccc23)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)P(c2c(C)cc(C(F)(F)F)c(F)c(F)c(F)c1F)c1F)C(c1c(Cl)c3Cl)c(Cl)c(Cl)c3Cl)c2c(F)c(F)c3F)c3c(Cl)c(Cl)c(Cl)c(B(c3ccccc3)ccccc2B(c2ccccc3N(Cc1cc(C)cc(B2c3ccccc1)c1c(Cl)c(Cl,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccc(OB(c2c(C)cc(-c3cccc3)c(Cl)c1Cl)c(Cl)c(Cl)c(C)c(P(c4cccc(C)c(P(c2cccc2)c2c(F)c(F)c2c(Cl)c(Cl)c(Cl)c1c(Cl)c(Cl)c(Cl)c3c(Cl)c(Cl)c2c(C)c([P+]1(c1c(Cl)c(Cl)c(Cl)c(Cl),False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Fc1c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(Cl)c3c(F)c(F)c2F)c2F)c2F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(Cl)c(Cl)c1P(c1c(Cl)c(Cl)c(Cl)c2Cl)c1c(Cl)c2Cl)N2CCCC3)c2c(F)c(F)c(F)c,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)cc(C)cc3C)c2c(B(c2c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c2F)c2c(C)cc2C)c([P+]2(c2cccc3)cccc1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccccc3C)c3ccccc1B(c1ccccc2)c2cccc1,False,,,"['unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Fc1c(Cl)c(Cl)c(C)c1,False,,,"['kekulization_failure', 'sanitization_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(B(c3c(F)c(F)c(F)c2F)c2F)c(Cl)c(Cl)c2c(C)c(Cl)c(C)c2c(F)c(F)c3F)c3F)c3c(Cl)c(Cl)c(Cl)c(C)cc3C2(C)C,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Clc1c(Cl)c(Cl)c1Cl,True,ClC1=C(Cl)C(Cl)=C1Cl,ClC1=C(Cl)C(Cl)=C1Cl,[],True,1,0.14285714285714285,True,True,True,True,True,True,False,['too_small'],0.0,8.0,True,True,False,False,[],[],[],[],no_LA_LB,,True,False,False,False
CC(=C(B(c2cccc(P(c2c(F)c(F)c3F)c3c(Cl)c(Cl)c(Cl)c2Cl)c1Cl)c1c(Cl)c(Cl)c2cccc1)N1CCCC2)c(F)c(F)c(F)c2F)c2c(C)cc(C)c(Cl)c(Cl)c1c(Cl)c2Cl)c2Cl)c1cc(C)c(P(c2c(F)c(F)c2c(Cl)c,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)c(P(c2c(F)c(F)c(F)c(F)c3F)c3F)c3)cc2C)c(Cl)c(Cl)c2Cl)C2CCCC(B(c4cccc2)c2cc(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Clc1c(F)c(F)c(F)c(B(c3ccccc(B(c2c(C)cc2C(C)(C)N1C(C)P(B(c2cccc3c2-c2ccccc2P(C2C[B-]2(c2c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C2N(Cc3ccccc2)c(Cl)c(Cl)c2ccccc3)C[B-]2(,False,,,"['reached_max_length', 'unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccccn2)c2c(B(c2c(Cl)c(Cl)c(C)cc2C)c(C(=CCB(c2c(Cl)c2Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(B(c2cccc2-3)c2c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c(F)c(F)c1F,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(=C(B(c2c(F)c(F)c(F)c2c(F)c(F)c(F)c(F)c(F)c3c2oc2c(Cl)c(Cl)c(C2N(Cc3cc(C)c3cccccc3)C3CCCCC3)C2P(c2cccc1B(c2c(F)c1F,False,,,"['unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC1(C)C)B(c2c(B(c1cc(C)cc(C)c2Cl)c(Cl)c3ccccc4)c23)c(Cl)c4Cl)c(Cl)c(C(F)(F)F)c3cc(C)cc1C,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
c1cc(C)cc(C)cc(C)cc(C)cc2C)c(PC(=C(B(c4c(F)c(F)c(F)c(F)c(F)c(F)c2c(F)c(F)c(F)c(F)c(F)c2cccc3B(c3c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c(Cl)c(Cl)c(Cl)c1C,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)c([P+]2(c2c(Cl)c3c(F)c1F,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Clc1c(F)c(F)c(F)c(F)c(F)c(F)c1F,True,FC1=C(F)C(F)=C(F)C(Cl)=C(F)C(F)=C1F,FC1=C(F)C(F)=C(F)C(Cl)=C(F)C(F)=C1F,[],True,2,0.16666666666666666,True,True,True,True,True,True,True,[],0.0,16.0,True,True,False,False,[],[],[],[],no_LA_LB,,True,False,False,False
Clc1c(F)c(F)c(F)c(F)c(F)c(F)c3ccccc3)C=C2B(c2c(Cl)c1Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c3Cl)(c3ccccc2C(C)(C)C)B(c2c(F)c(F)c(F)c(F)c1F)c1F)c1F)=C(c1c(F)c2ccc,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccc43)c12)C(C)(C)cc(C)c1cccc1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)C)N1Cc1cc(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC1(C)C=C2B(c2c(F)c(F)c(F)c2F)n1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccc3)cccc2C)c2cccc1P(c1c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c1F,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccc2)c2cccc(P(CCB(c2cccc2C)c2c(C)c1c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c3c(Cl)c2Cl)C2CC(P(c2cccccc3cccc1P(c1cc(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)C)C(c3c(C(F)(F)F)cc(C)cc2C)c2P2CCB(c3c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c3F)c(F)c(F)c(F)c(F)c(C)cccc(C)cc1)c1c(F)c(F)c(Cl)c(C)c(P(c2c(Cl)c(Cl)c(Cl)c(Cl),False,,,"['reached_max_length', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)cc2C)C2CCCC2)cc1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)cc(C)c1,True,Cc1cc(C)cc(C)c1,Cc1cc(C)cc(C)c1,[],True,2,0.25,True,True,True,True,True,True,False,['too_small'],0.0,9.0,True,True,False,False,[],[],[],[],no_LA_LB,,True,False,False,False
Cc1cccccc2P(c2c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(Cl)c(Cl)c(Cl)c1Cl)c1Cl)C1c1cc(C)cc(C(F)(F)F)c3F)c3c(Cl)c(Cl)c1c(F)c(F)c(F)c1F,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Fc1c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c3c(C)cc(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC1(C)C,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CN1c2c(Cl)c2Cl)C1c1ccc(P(c2c(Cl)c2c(F)c(B(c1cc(C)cc1C,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)c1,True,CC1=CC(C)=C1,CC1=CC(C)=C1,[],False,20,0.13043478260869565,True,True,True,True,True,True,False,['too_small'],0.0,6.0,True,True,False,False,[],[],[],[],no_LA_LB,,True,False,False,False
Cc1cc(C)cc1C)B(c2c(C)c1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CCC(C)(C)C,True,CCC(C)(C)C,CCC(C)(C)C,[],True,2,0.15384615384615385,True,True,True,True,True,True,False,['too_small'],0.0,6.0,True,True,False,False,[],[],[],[],no_LA_LB,,True,False,False,False
CC1C[B-](c3cccc4)c4cccc2)N2CCCCC3)c(Cl)c3Cl)c(Cl)c(Cl)c3Cl)c4ccccccc3c2oc2c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c1c(Cl)c2ccccc2)cc1C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccccc2)c2cccc(P(CCCCCB(c2c(F)c2F)c(B(CCP(c1c(F)c2F)c2F)C2CC(P(c3c(Cl)c(Cl)c(Cl)c1c(F)c(F)c(F)c(F)c(F)c(F)c(F)c2cc(-c2c-3cccc2)cc1,False,,,"['unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(CB(c1cc(CCC(C)(C)C)cc(C)c1c(Cl)c(Cl)c(Cl)cc(C)cc1C,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)c1,True,CC1=CC(C)=C1,CC1=CC(C)=C1,[],False,20,0.13043478260869565,True,True,True,True,True,True,False,['too_small'],0.0,6.0,True,True,False,False,[],[],[],[],no_LA_LB,,True,False,False,False
Cc1cc(N(c2cccc(B(c1c(Cl)c(Cl)c(C2CCCCCC3)c12)C(C)P(B(c3c(F)c2F)c2F)c(F)c(F)c(F)c(F)c(F)c(F)c1F,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)c(Cl)c2c(C)cc(C)c(Cl)c(C)cc(C)cc(-c3c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c3cccccc3C)=C3CCCC3)c2c(Cl)c(Cl)c(Cl)c1Cl,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(=CC(C)P(c2c(F)c(F)c(F)c2F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c4F)c4F)c4F)c4c(Cl)c2cccc2P(c2cc(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Fc1c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c1F,True,Fc1c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c1F,Fc1c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c1F,[],True,1,0.2631578947368421,True,True,True,True,True,True,True,[],0.0,28.0,True,True,False,False,[],[],[],[],no_LA_LB,,True,False,False,False
Cc1cccc3C)C(B(c3c(C(F)(F)F)c3F)c3F)cccc3C2(C)C[B-]2(c2ccccc1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Fc1c(Cl)c(C)c(P(c4c(ccc(OB(c2cccc3)c3cccc2)c(Cl)c1c(Cl)c2ccccc4)cccc(C)cc3C)c(B(c2ccccc2C)c(Cl)c(Cl)c3Cl)c2c(F)c(F)c(F)c(F)c(F)c4c(F)c(F)c(F)c(F)c1c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)C,True,CC(C)C,CC(C)C,[],False,9,0.1111111111111111,True,True,True,True,True,True,False,['too_small'],0.0,4.0,True,True,False,False,[],[],[],[],no_LA_LB,,True,False,False,False
Fc1c(F)c(F)c(F)c(F)c(F)c(F)c3F)cc(C)cc(C)cc(C)cc2C)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c3Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl)c(Cl)c(Cl)c1Cl,False,,,"['unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccc3c2oc2c(C)c1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccc3)cccc(B2c3cccc3C)C(C)C,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)C,True,CC(C)(C)C,CC(C)(C)C,[],False,8,0.15,True,True,True,True,True,True,False,['too_small'],0.0,5.0,True,True,False,False,[],[],[],[],no_LA_LB,,True,False,False,False
c1cc(CCC(C)C)N1c1ccccc4)c4c(F)c(F)c(F)c1F)c1cc(C(C)(C)N1Cc1cc(C)cc(C)cc2C(C)(C)B(c1c(Cl)c(Cl)c1Cl,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccccc2B(c2cccc1,False,,,"['unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C3)C2P(c2c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl)P(c2c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c4F)cc(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(=CCB(c2c(Cl)c(Cl)c(B(c3c(C)c2c(F)c1F)c1c(Cl)c1ccc(B(c1c(F)c1F,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C(C)(C)cc2B(c2c(F)c(B(c2cccc2B(c2c(Cl)c2c(F)c3cccc3c2-c2c(Cl)c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c2C)c(N(c2c(C)cc(CCC(C(C)(C)c(Cl)c(Cl)c2c(Cl)c(Cl)c2c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CCN(CC)CC(CB(c2c(F)c(F)c(F)c(F)c3F)c3)c3cccccc2)c2c(F)c(F)c(F)c(F)c(F)c3)c2c(Cl)c1cc(C)cc(C)c(P(c2ccccccc2c1cccc4)c23)cccc2)c2cccc5)c5cccc23)c(Cl)c(Cl)c3c(F)c(F)c1cc(C)c,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C(F)(F)F)cc(CCCC(C)P(B(c2c(C)c(C)cc2C)c2c(F)c(F)c1F,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Clc1c(Cl)c1Cl)C2C3CCC(B(c1cc(C)c2Cl)c1Cl,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)c1,True,CC1=CC(C)=C1,CC1=CC(C)=C1,[],False,20,0.13043478260869565,True,True,True,True,True,True,False,['too_small'],0.0,6.0,True,True,False,False,[],[],[],[],no_LA_LB,,True,False,False,False
CC1(C)cc(C)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2Cl)c1Cl,False,,,"['unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cccc2)C1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccc(P(c2c(Cl)c2cccc5)c24)CC3)c(F)c(F)c(F)c(F)c2F)c2cccc2cccc2)c2c(Cl)c(Cl)c3Cl)C2CCCC2N2CCCC2B(c2c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccccccccccc1B(c2cccccn2)c2c(Cl)c3Cl)c3Cl)[P+]2(c3c(Cl)c1Cl)c(B(c2cccc3)cc2C)c(Cl)c3Cl)C2)c(F)c2c(F)c(F)c(F)c(F)c(F)c1ccc(P(c2ccccc3c2Oc2cccc1P(c1cc(C)cc(C)cc(C)cc(C)c,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)cc1,False,,,"['kekulization_failure', 'sanitization_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)c(B(CCC(CB(c2c(F)c(F)c2F)c2F)c2c(Cl)c(Cl)c(Cl)c1Cl,False,,,"['unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccc(P(c5cccc3C)C(C)P(c1cc(CB(c1cc(C)cc(C)c1c(F)c2F)c2F)C2CCC1C(c1c(Cl)c2c(F)c1F)c1F)C(C)(C)C2CCCCC2)c(F)c(F)c(F)c2F)n1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(C)cc(C)c1ccccc32)c(Cl)c(C)cc2C)c(Cl)c(Cl)c(C)c1,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC(C)(C)CB(c1cc(C)c(Cl)c(C)cc2C)c(B(C2=CC(C)P(c2c(C)cc2C)c2c(C)c1c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c4Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1ccc(B(c3c(Cl)c(Cl)c(Cl)c(C)cc(-c2c(F)c2F)c,False,,,"['reached_max_length', 'unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC=C(B(c2cccc2c1cccc32)c(F)c(F)c2F)C1c1cc(CB(c1c(Cl)c2Cl)c(B(c1c(Cl)c(Cl)c(C)c(P(c2c(C)cc2C)c(Cl)c1Cl,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1ccc(C)cc2C)c2c(F)c(F)c(F)c(F)c(F)c(F)c1cccc1)c1c(F)c(F)c(F)c(F)c(B(c1cccccccc2P(c2ccccc21,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
COB(OC)c1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC=C(CP(c1ccccc2B2Oc3cccc(P(CCCC2)C(C)(C)[P+]2(c3c(F)c(F)c2F)c1F)c1F)c1ccc(B2c3cccc12,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
CC1(C)C)cc(C)c1,False,,,"['unbalanced_parentheses', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
Cc1cc(CB(c2c(F)c(F)c(F)c1F,False,,,"['unbalanced_parentheses', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
COB(OC)c1,False,,,"['unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
ClB(c1c(Cl)c(Cl)c(Cl)c3Cl)c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c(C)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(C)c2ccccc2c1-c1c(F)c2F)c(F)c(F)c(F)c(F)c(B(c2cc,False,,,"['reached_max_length', 'unmatched_ring_closure', 'parse_failure']",False,0,,True,True,True,True,True,True,False,['invalid_smiles'],,,False,False,False,False,[],[],[],[],invalid,,True,False,False,False
