order,smiles,scaffold,in_25_percent,in_50_percent,in_100_percent
106,CCN(CC)C(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1c(C)cc(C)cc1C,c1ccc(CB(c2ccccc2)c2ccccc2)cc1,False,False,True
107,Cc1cc(C)c(B(c2ccccc2P(C2CCCCC2)C2CCCCC2)c2c(C)cc(C)cc2C)c(C)c1,c1ccc(B(c2ccccc2)c2ccccc2P(C2CCCCC2)C2CCCCC2)cc1,False,False,True
108,CC(C)c1cccc2c1N(Cc1ccccc1B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(c1ccccc1)C2(C)C,c1ccc(B(c2ccccc2)c2ccccc2CN2c3ccccc3CC2c2ccccc2)cc1,False,False,True
109,c1ccc(P(c2ccccc2)c2ccccc2B2Oc3ccccc3O2)cc1,c1ccc(P(c2ccccc2)c2ccccc2B2Oc3ccccc3O2)cc1,False,False,True
110,Cc1cc(C)c(B(c2cccc3c2-c2c-3cccc2P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,c1ccc(B(c2ccccc2)c2cccc3c2-c2c-3cccc2P(c2ccccc2)c2ccccc2)cc1,False,False,True
111,Cc1cc(C(C)(C)C)cc(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c1P(c1ccccc1)c1ccccc1,c1ccc(B(c2ccccc2)c2ccccc2P(c2ccccc2)c2ccccc2)cc1,False,False,True
112,Cc1cc(C)c(P(CCCCB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(C)cc(C)cc2C)c(C)c1,c1ccc(B(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,False,False,True
113,Clc1c(Cl)c(Cl)c(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2cccc3c2oc2c(P(c4ccccc4)c4ccccc4)cccc23)c(Cl)c1Cl,c1ccc(B(c2ccccc2)c2cccc3c2oc2c(P(c4ccccc4)c4ccccc4)cccc23)cc1,False,False,True
114,CC(CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)CP(c1ccccc1)c1ccccc1,c1ccc(B(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,False,False,True
115,Cc1cc(N(C)C)cc(CB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,c1ccc(B(Cc2ccccn2)c2ccccc2)cc1,False,False,True
116,Cc1cc(C)c(C(N2CCCCC2)C(C)(C)B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,c1ccc(B(CC(c2ccccc2)N2CCCCC2)c2ccccc2)cc1,False,False,True
117,Cc1cc(C)c(N(c2ccccc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(C)cc(C)cc2C)c(C)c1,c1ccc(B(c2ccccc2)c2ccccc2N(c2ccccc2)c2ccccc2)cc1,False,False,True
118,Cc1cc(C)c(P(C2=C3CCCCC3C(c3ccccc3)C=C2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(C)cc(C)cc2C)c(C)c1,C1=C(B(c2ccccc2)c2ccccc2)C(P(c2ccccc2)c2ccccc2)=C2CCCCC2C1c1ccccc1,False,False,True
119,CC(C)(C)P(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C)(C)C,B(c1ccccc1)c1ccccc1,False,False,True
120,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2cccc3cccc(P(c4c(C)cc(C)cc4C)c4c(C)cc(C)cc4C)c23)c(C)c1,c1ccc(B(c2ccccc2)c2cccc3cccc(P(c4ccccc4)c4ccccc4)c23)cc1,False,False,True
121,Cc1ccc(C(=C(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)P(c2ccccc2)c2ccccc2)cc1,c1ccc(B(C(=C(c2ccccc2)P(c2ccccc2)c2ccccc2)c2ccccc2)c2ccccc2)cc1,False,False,True
122,Cc1cc(C)c(C23CC(C(C)C)CCC2(C)c2ccccc2N3Cc2ccccc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,c1ccc(B(c2ccccc2)c2ccccc2CN2c3ccccc3C3CCCCC32c2ccccc2)cc1,False,False,True
123,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(P(c3ccccc3)c3ccccc3)c(F)c2F)c(F)c1F,c1ccc(B(c2ccccc2)c2ccc(P(c3ccccc3)c3ccccc3)cc2)cc1,False,False,True
124,Clc1c(Cl)c(Cl)c(B(CCP(CCB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,c1ccc(B(CCP(CCB(c2ccccc2)c2ccccc2)c2ccccc2)c2ccccc2)cc1,False,False,True
125,Cc1cc(C)c(-c2cc(C)c(P(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)c(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c2)c(C)c1,c1ccc(B(c2ccccc2)c2cc(-c3ccccc3)ccc2P(c2ccccc2)c2ccccc2)cc1,False,False,True
126,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)C2C3CCC(C3)C2P(c2ccccc2)c2ccccc2)c(F)c1F,c1ccc(B(c2ccccc2)C2C3CCC(C3)C2P(c2ccccc2)c2ccccc2)cc1,False,False,True
127,Cc1cc(C)c([P+]2(c3c(C)cc(C)cc3C)C(C)C[B-]2(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,c1ccc([B-]2(c3ccccc3)CC[P+]2(c2ccccc2)c2ccccc2)cc1,False,False,True
128,Cc1ccc(B2c3cccc4cccc(c34)P2c2ccc(C)cc2C)c(C)c1,c1ccc(B2c3cccc4cccc(c34)P2c2ccccc2)cc1,False,False,True
129,CC(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)=C(c1ccc(C)cc1)P(c1ccccc1)c1ccccc1,C(B(c1ccccc1)c1ccccc1)=C(c1ccccc1)P(c1ccccc1)c1ccccc1,False,False,True
130,COB(OC)c1ccccc1P(C(C)C)C(C)C,c1ccccc1,False,False,True
131,CN1c2c(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)cccc2C(C)(C)c2cccc(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c21,c1ccc(B(c2ccccc2)c2cccc3c2Nc2c(cccc2B(c2ccccc2)c2ccccc2)C3)cc1,False,False,True
132,Cc1cc(C)c(C2C[B-](c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)[P+]2(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,c1ccc(C2C[B-](c3ccccc3)(c3ccccc3)[P+]2(c2ccccc2)c2ccccc2)cc1,False,False,True
133,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)cc(-c3ccccc3)c3c2CCCC3)c(C)c1,c1ccc(B(c2ccccc2)c2cc(-c3ccccc3)c3c(c2P(c2ccccc2)c2ccccc2)CCCC3)cc1,False,False,True
134,CCN(CC)C(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(C)cc(C)cc1C,c1ccc(CB(c2ccccc2)c2ccccc2)cc1,False,False,True
135,Cc1cc(C)c(C2N(Cc3ccccc3B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3ccccc3C2(C)C)c(C)c1,c1ccc(B(c2ccccc2)c2ccccc2CN2c3ccccc3CC2c2ccccc2)cc1,False,False,True
136,c1ccc(B(c2ccccc2)c2cccc3c2-c2c-3cccc2P(c2ccccc2)c2ccccc2)cc1,c1ccc(B(c2ccccc2)c2cccc3c2-c2c-3cccc2P(c2ccccc2)c2ccccc2)cc1,False,False,True
137,CC(CCP(c1ccccc1)c1ccccc1)CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,c1ccc(B(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,False,False,True
138,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2cccc3c2oc2c(B(c4c(Cl)c(Cl)c(Cl)c(Cl)c4Cl)c4c(Cl)c(Cl)c(Cl)c(Cl)c4Cl)cccc23)c(C)c1,c1ccc(B(c2ccccc2)c2cccc3c2oc2c(P(c4ccccc4)c4ccccc4)cccc23)cc1,False,False,True
139,Cc1cc(C)c(P(CC(C)CB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(C)cc(C)cc2C)c(C)c1,c1ccc(B(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,False,False,True
140,Clc1c(Cl)c(Cl)c(B(Cc2ccccn2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,c1ccc(B(Cc2ccccn2)c2ccccc2)cc1,False,False,True
141,Cc1cc(C)c(C(N2CCCCC2)C(C)(C)B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,c1ccc(B(CC(c2ccccc2)N2CCCCC2)c2ccccc2)cc1,False,False,True
142,Cc1cc(C)c(N(c2ccccc2)c2ccccc2B(c2cc(C)c(C)cc2C)c2cc(C)cc(C)c2C)c(C)c1,c1ccc(B(c2ccccc2)c2ccccc2N(c2ccccc2)c2ccccc2)cc1,False,False,True
143,Cc1cc(C)c(P(C2=C3CCCCC3C(c3ccccc3)C=C2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(C)cc(C)cc2C)c(C)c1,C1=C(B(c2ccccc2)c2ccccc2)C(P(c2ccccc2)c2ccccc2)=C2CCCCC2C1c1ccccc1,False,False,True
144,CC(C)(C)P(CB(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(C)(C)C,B(c1ccccc1)c1ccccc1,False,False,True
145,Cc1ccc(C(=C(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)cc1,c1ccc(B(C(=C(c2ccccc2)P(c2ccccc2)c2ccccc2)c2ccccc2)c2ccccc2)cc1,False,False,True
146,Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(C)cc(-c3ccccc3)cc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,c1ccc(B(c2ccccc2)c2cc(-c3ccccc3)ccc2P(c2ccccc2)c2ccccc2)cc1,False,False,True
147,Cc1cc(C)c([P+]2(c3c(C)cc(C)cc3C)C(c3ccccc3)C[B-]2(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(C)c1,c1ccc(C2C[B-](c3ccccc3)(c3ccccc3)[P+]2(c2ccccc2)c2ccccc2)cc1,False,False,True
148,CC1(C)c2ccccc2N(Cc2ccccc2B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)C1c1ccccc1,c1ccc(B(c2ccccc2)c2ccccc2CN2c3ccccc3CC2c2ccccc2)cc1,False,False,True
149,Fc1c(F)c(F)c(B(c2cccc3c2-c2c-3cccc2P(c2ccccc2)c2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,c1ccc(B(c2ccccc2)c2cccc3c2-c2c-3cccc2P(c2ccccc2)c2ccccc2)cc1,False,False,True
150,Cc1cc(C)c(P(CCC(C)CB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(C)cc(C)cc2C)c(C)c1,c1ccc(B(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,False,False,True
151,Cc1cccc(CB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)n1,c1ccc(B(Cc2ccccn2)c2ccccc2)cc1,False,False,True
152,Fc1c(F)c(F)c(B(CC(c2ccccc2)N2CCCCC2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,c1ccc(B(CC(c2ccccc2)N2CCCCC2)c2ccccc2)cc1,False,False,True
153,CC(=CCB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)CP(C(C)(C)C)C(C)(C)C,B(c1ccccc1)c1ccccc1,False,False,True
154,Cc1ccc(C(=C(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)cc1,c1ccc(B(C(=C(c2ccccc2)P(c2ccccc2)c2ccccc2)c2ccccc2)c2ccccc2)cc1,False,False,True
155,CC1(C)c2ccccc2N(Cc2ccccc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)C1c1ccccc1,c1ccc(B(c2ccccc2)c2ccccc2CN2c3ccccc3CC2c2ccccc2)cc1,False,False,True
156,Cc1cc(C)c(P(c2cccc3c2-c2c(B(c4c(F)c(F)c(F)c(F)c4F)c4c(F)c(F)c(F)c(F)c4F)cccc2-3)c2c(C)cc(C)cc2C)c(C)c1,c1ccc(B(c2ccccc2)c2cccc3c2-c2c-3cccc2P(c2ccccc2)c2ccccc2)cc1,False,False,True
157,CC(CCP(c1ccccc1)c1ccccc1)CB(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,c1ccc(B(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,False,False,True
158,Cc1cc(C)c(C(CB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)N2CCCCC2)c(C)c1,c1ccc(B(CC(c2ccccc2)N2CCCCC2)c2ccccc2)cc1,False,False,True
159,CC(C)(C)P(CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C(C)(C)C,B(c1ccccc1)c1ccccc1,False,False,True
160,Cc1cc(C)c(C(=C(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,c1ccc(B(C(=C(c2ccccc2)P(c2ccccc2)c2ccccc2)c2ccccc2)c2ccccc2)cc1,False,False,True
161,Cc1cc(C)c(C2N(Cc3ccccc3B(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(C(C)C)cccc3C2(C)C)c(C)c1,c1ccc(B(c2ccccc2)c2ccccc2CN2c3ccccc3CC2c2ccccc2)cc1,False,False,True
162,Clc1c(Cl)c(Cl)c(B(c2cccc3c2-c2c-3cccc2P(c2ccccc2)c2ccccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,c1ccc(B(c2ccccc2)c2cccc3c2-c2c-3cccc2P(c2ccccc2)c2ccccc2)cc1,False,False,True
163,Cc1cc(C)c(P(CCC(C)CB(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(C)cc(C)cc2C)c(C)c1,c1ccc(B(CCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,False,False,True
164,Cc1cc(C)c(C(=C(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,c1ccc(B(C(=C(c2ccccc2)P(c2ccccc2)c2ccccc2)c2ccccc2)c2ccccc2)cc1,False,False,True
165,Cc1cc(C)c(C2N(Cc3ccccc3B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c3c(C(C)C)cccc3C2(C)C)c(C)c1,c1ccc(B(c2ccccc2)c2ccccc2CN2c3ccccc3CC2c2ccccc2)cc1,False,False,True
166,Cc1ccc(C(=C(B(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)P(c2ccccc2)c2ccccc2)cc1,c1ccc(B(C(=C(c2ccccc2)P(c2ccccc2)c2ccccc2)c2ccccc2)c2ccccc2)cc1,False,False,True
